
----- Run Fri Aug 12 10:37:53 2022-----
4.4375        4260        5253        4348        5738        3098        5454
4.5000          80         959          87        1143          19        2085
4.5625         326         950         144        1216         620        2442
4.6250        6630        4997        5049        4786        8507        7203
4.6875       28522       23298       24254       23253       33253       30082
4.7500       67318       69413       66609       61412       75433       79896
4.8125      140487      147224      139362      134727      153244      162998
4.8750      249245      244654      247652      243126      267162      264292
4.9375      396240      391230      394165      389189      419475      416078
5.0000      581475      576707      578931      573942      609818      606425
5.0625      802301      797834      799339      795216      835190      831782
5.1250     1053606     1048872     1050304     1044523     1090164     1088148
5.1875     1328170     1322734     1324629     1319539     1367265     1365113
5.2500     1617159     1612379     1576923     1608497     1657482     1653953
5.3125     1910742     1905522     1870476     1901759     1950902     1947975
5.3750     2198769     2194032     2159862     2190178     2237384     2234297
5.4375     2471476     2467097     2435223     2463920     2507273     2504331
5.5000     2720159     2715800     2687669     2712797     2752056     2748805
5.5625     2912462     2933119     2909900     2905369     2964967     2962315
5.6250     3098803     3114860     3096707     3092219     3121468     3138407
5.6875     3246947     3257920     3245334     3240416     3264293     3260768
5.7500     3356815     3352137     3355670     3350984     3369041     3366209
5.8125     3430979     3425773     3430254     3425050     3438638     3435176
5.8750     3474483     3469471     3474101     3469123     3478445     3474598
5.9375     3494495     3489375     3492826     3487855     3494633     3492259
6.0000     3499619     3494612     3499596     3494694     3499823     3496433
6.0625     3500000     3495454     3500000     3495427     3500000     3497029
6.1250     3500000     3495601     3500000     3495500     3500000     3496974
6.1875     3500000     3495573     3500000     3495472     3500000     3496928
6.2500     3500000     3495555     3500000     3495472     3500000     3497029
6.3125     3500000     3495573     3500000     3495445     3500000     3496974
6.3750     3500000     3495527     3500000     3495518     3500000     3496928
6.4375     3500000     3495573     3500000     3495472     3500000     3496955
6.5000     3500000     3495573     3500000     3495472     3500000     3496974
6.5625     3500000     3495573     3500000     3495472     3500000     3497001
6.6250     3500000     3495573     3500000     3495472     3500000     3497083
6.6875     3500000     3495555     3500000     3495472     3500000     3496955
6.7500     3500000     3495500     3500000     3495546     3500000     3497029
6.8125     3500000     3495573     3500000     3495546     3500000     3497056
6.8750     3500000     3495573     3500000     3495655     3500000     3497056
6.9375     3500000     3495573     3500000     3495619     3500000     3497029
7.0000     3500000     3495527     3500000     3495619     3500000     3497083
7.0625     3500000     3495601     3500000     3495729     3500000     3497102
7.1250     3500000     3495573     3500000     3495729     3500000     3497083
7.1875     3500000     3495601     3500000     3495655     3500000     3497083
7.2500     3500000     3495573     3500000     3495701     3500000     3497129
7.3125     3500000     3495573     3500000     3495701     3500000     3497175
7.3750     3500000     3495527     3500000     3495655     3500000     3497129
7.4375     3500000     3495527     3500000     3495655     3500000     3497157
7.5000     3500000     3495573     3500000     3495701     3500000     3497129
7.5625     3500000     3495573     3500000     3495619     3500000     3497157
7.6250     3500000     3495573     3500000     3495655     3500000     3497230
7.6875     3500000     3495601     3500000     3495655     3500000     3497129
7.7500     3500000     3495601     3500000     3495573     3500000     3497083
7.8125     3500000     3495601     3500000     3495701     3500000     3497083
7.8750     3500000     3495601     3500000     3495674     3500000     3497029
7.9375     3500000     3495601     3500000     3495701     3500000     3497083
8.0000     3500000     3495601     3500000     3495655     3500000     3497056
8.0625     3500000     3495674     3500000     3495729     3500000     3497029
8.1250     3500000     3495601     3500000     3495655     3500000     3497083
8.1875     3500000     3495601     3500000     3495701     3500000     3497083
8.2500     3500000     3495628     3500000     3495683     3500000     3497029
8.3125     3500000     3495674     3500000     3495683     3500000     3497129
8.3750     3500000     3495720     3500000     3495674     3500000     3497029
8.4375     3500000     3495720     3500000     3495701     3500000     3497029
8.5000     3500000     3495720     3500000     3495701     3500000     3497083
8.5625     3500000     3495747     3500000     3495701     3500000     3497083
8.6250     3500000     3495747     3500000     3495765     3500000     3497102
8.6875     3500000     3495747     3500000     3495793     3500000     3497056
8.7500     3500000     3495820     3500000     3495747     3500000     3497102
8.8125     3500000     3495765     3500000     3495793     3500000     3497029
8.8750     3500000     3495793     3500000     3495701     3500000     3497083
8.9375     3500000     3495765     3500000     3495884     3500000     3497056
9.0000     3500000     3495720     3500000     3495793     3500000     3497029
9.0625     3500000     3495793     3500000     3495793     3500000     3497029
9.1250     3500000     3495765     3500000     3495811     3500000     3497129
9.1875     3500000     3495793     3500000     3495839     3500000     3497102
9.2500     3500000     3495765     3500000     3495793     3500000     3497029
9.3125     3500000     3495793     3500000     3495765     3500000     3497056
9.3750     3500000     3495793     3500000     3495839     3500000     3497029
9.4375     3500000     3495793     3500000     3495857     3500000     3497056
9.5000     3500000     3495720     3500000     3495884     3500000     3497001
9.5625     3500000     3495765     3500000     3495811     3500000     3497083
9.6250     3500000     3495793     3500000     3495839     3500000     3497102
9.6875     3500000     3495765     3500000     3495811     3500000     3497029
9.7500     3500000     3495793     3500000     3495765     3500000     3497029
9.8125     3500000     3495765     3500000     3495839     3500000     3497083
9.8750     3500000     3495765     3500000     3495839     3500000     3497029
9.9375     3500000     3495793     3500000     3495839     3500000     3497029
10.0000     3500000     3495793     3500000     3495811     3500000     3497029
10.0625     3500000     3495793     3500000     3495793     3500000     3497029
10.1250     3500000     3495765     3500000     3495839     3500000     3497029
10.1875     3500000     3495793     3500000     3495793     3500000     3497083
10.2500     3500000     3495747     3500000     3495738     3500000     3497083
10.3125     3500000     3495765     3500000     3495839     3500000     3497083
10.3750     3500000     3495793     3500000     3495839     3500000     3497083
10.4375     3500000     3495793     3500000     3495765     3500000     3497029
10.5000     3500000     3495793     3500000     3495839     3500000     3497083
10.5625     3500000     3495793     3500000     3495839     3500000     3497056
10.6250     3500000     3495793     3500000     3495839     3500000     3497083
10.6875     3500000     3495793     3500000     3495884     3500000     3497029
10.7500     3500000     3495765     3500000     3495839     3500000     3497056
10.8125     3500000     3495747     3500000     3495765     3500000     3497083
10.8750     3500000     3495793     3500000     3495857     3500000     3497029
10.9375     3500000     3495793     3500000     3495839     3500000     3497001
11.0000     3500000     3495765     3500000     3495884     3500000     3497083
11.0625     3500000     3495765     3500000     3495939     3500000     3497029
11.1250     3500000     3495765     3500000     3495811     3500000     3497029
11.1875     3500000     3495793     3500000     3495811     3500000     3497001
11.2500     3500000     3495747     3500000     3495884     3500000     3497029
11.3125     3500000     3495793     3500000     3495811     3500000     3497029
11.3750     3500000     3495765     3500000     3495884     3500000     3497029
11.4375     3500000     3495765     3500000     3495866     3500000     3497083
11.5000     3500000     3495765     3500000     3495884     3500000     3497083
11.5625     3500000     3495793     3500000     3495811     3500000     3497083
11.6250     3500000     3495793     3500000     3495884     3500000     3497001
11.6875     3500000     3495793     3500000     3495839     3500000     3497129
11.7500     3500000     3495793     3500000     3495811     3500000     3497029
11.8125     3500000     3495793     3500000     3495839     3500000     3497157
11.8750     3500000     3495765     3500000     3495884     3500000     3497056
11.9375     3500000     3495765     3500000     3495793     3500000     3497083
